tweet_id,timestamp,rating_numerator,dog_name,jpg_url,p1_breed,p1_confidence,p1_is_dog,p2_breed,p2_confidence,p2_is_dog,p3_breed,p3_confidence,p3_dog,tweet_url,tweet_text,tweet_retweet_count,tweet_favorite_count,tweet_source,language
886983233522544640,2017-07-17 16:17:36+00:00,13,Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,https://t.co/I6oNy0CgiT,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,6726,31743,Twitter for iPhone,en
886736880519319552,2017-07-16 23:58:41+00:00,13,Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",2798,10918,Twitter for iPhone,en
886366144734445568,2017-07-15 23:25:31+00:00,12,Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,https://t.co/RGE08MIJox,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,2785,19288,Twitter for iPhone,en
886258384151887873,2017-07-15 16:17:19+00:00,13,Waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,https://t.co/xZDA9Qsq1O,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,5567,25556,Twitter for iPhone,en
885984800019947520,2017-07-14 22:10:11+00:00,12,Jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,https://t.co/BuveP0uMF1,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,5908,29756,Twitter for iPhone,en
885528943205470208,2017-07-13 15:58:47+00:00,13,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,https://t.co/tp1kQ8i9JF,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,5624,32821,Twitter for iPhone,en
884925521741709313,2017-07-12 00:01:00+00:00,12,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,https://t.co/MYJvdlNRVa,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",15889,70229,Twitter for iPhone,en
884876753390489601,2017-07-11 20:47:12+00:00,13,Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,https://t.co/74TKAUsLkO,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,4915,25405,Twitter for iPhone,en
884562892145688576,2017-07-11 00:00:02+00:00,13,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,https://t.co/1r4MFCbCX5,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,4134,22195,Twitter for iPhone,en
884162670584377345,2017-07-09 21:29:42+00:00,12,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,https://t.co/YSI00BzTBZ,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,2634,18645,Twitter for iPhone,en
883838122936631299,2017-07-09 00:00:04+00:00,12,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,https://t.co/V85xujjDDY,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,3012,19951,Twitter for iPhone,en
883482846933004288,2017-07-08 00:28:19+00:00,5,Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,https://t.co/qjrljjt948,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",8691,41835,Twitter for iPhone,en
883360690899218434,2017-07-07 16:22:55+00:00,13,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,https://t.co/rf661IFEYP,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,3238,20721,Twitter for iPhone,en
882992080364220416,2017-07-06 15:58:11+00:00,13,Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False,https://t.co/tyER0KpdXj,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,3414,21821,Twitter for iPhone,en
882762694511734784,2017-07-06 00:46:41+00:00,12,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,https://t.co/D43I96SlVu,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,4297,25801,Twitter for iPhone,en
882627270321602560,2017-07-05 15:48:34+00:00,13,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,https://t.co/Nx52PGwH94,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,5336,25618,Twitter for iPhone,en
882268110199369728,2017-07-04 16:01:23+00:00,13,Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,https://t.co/fYP5RlutfA,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,10207,40908,Twitter for iPhone,en
882045870035918850,2017-07-04 01:18:17+00:00,13,Koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,https://t.co/zeDpnsKX7w,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",4283,26775,Twitter for iPhone,en
881906580714921986,2017-07-03 16:04:48+00:00,12,Rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False,https://t.co/503CgWbhxQ,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,2998,22266,Twitter for iPhone,en
881666595344535552,2017-07-03 00:11:11+00:00,13,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,https://t.co/7CSWCl8I6s,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,9405,46297,Twitter for iPhone,en
880465832366813184,2017-06-29 16:39:47+00:00,12,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,https://t.co/4VsFysDmiw,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,5477,26008,Twitter for iPhone,en
880221127280381952,2017-06-29 00:27:25+00:00,12,Jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,https://t.co/fUod0tVmvK,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,3660,24615,Twitter for iPhone,en
879862464715927552,2017-06-28 00:42:13+00:00,13,Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,https://t.co/Qh5aEkRQm9,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,3073,20449,Twitter for iPhone,en
879492040517615616,2017-06-27 00:10:17+00:00,12,Bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,https://t.co/IxM9IMKQq8,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,2794,21480,Twitter for iPhone,en
879415818425184262,2017-06-26 19:07:24+00:00,13,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,https://t.co/UDT7ZkcTgY,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,39374,96611,Twitter for iPhone,en
879376492567855104,2017-06-26 16:31:08+00:00,12,Jack,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,https://t.co/0gOi601EAa,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,2761,15420,Twitter for iPhone,en
879008229531029506,2017-06-25 16:07:47+00:00,13,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,https://t.co/YDtpCjIPKN,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,2361,17396,Twitter for iPhone,en
878776093423087618,2017-06-25 00:45:22+00:00,13,Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True,https://t.co/lNZwgNO4gS,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,3617,17738,Twitter for iPhone,en
878281511006478336,2017-06-23 16:00:04+00:00,13,Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True,https://t.co/245xJJElsY https://t.co/lUiQH219v6,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",1126,7056,Twitter for iPhone,en
878057613040115712,2017-06-23 01:10:23+00:00,14,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,https://t.co/cwtWnHMVpe,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,6011,38542,Twitter for iPhone,en
877736472329191424,2017-06-22 03:54:17+00:00,13,Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,https://t.co/lsPyyAiF1r,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,16715,72399,Twitter for iPhone,en
877556246731214848,2017-06-21 15:58:08+00:00,12,Penny,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,https://t.co/OYdDlfOGXP,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,3360,20787,Twitter for iPhone,en
877316821321428993,2017-06-21 00:06:44+00:00,13,Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,https://t.co/SHRTIo5pxc,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",4597,25143,Twitter for iPhone,en
877201837425926144,2017-06-20 16:29:50+00:00,12,Nelly,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,https://t.co/4g4cfj3P4Y,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,4915,24834,Twitter for iPhone,en
876838120628539392,2017-06-19 16:24:33+00:00,12,Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True,https://t.co/j211oCDRs6,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,2945,18961,Twitter for iPhone,en
876484053909872640,2017-06-18 16:57:37+00:00,13,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True,https://t.co/26BXueUgbs,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,2090,17226,Twitter for iPhone,en
876120275196170240,2017-06-17 16:52:05+00:00,13,Venti,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True,https://t.co/ejExJFq3ek,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",4120,25678,Twitter for iPhone,en
875747767867523072,2017-06-16 16:11:53+00:00,13,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True,https://t.co/V2WlACRJCN,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",3773,23032,Twitter for iPhone,en
875144289856114688,2017-06-15 00:13:52+00:00,13,Nugget,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False,https://t.co/ogith9ejNj,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,4342,20108,Twitter for iPhone,en
874680097055178752,2017-06-13 17:29:20+00:00,12,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,https://t.co/lZhtizkURD,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,4106,25535,Twitter for iPhone,en
874296783580663808,2017-06-12 16:06:11+00:00,13,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,https://t.co/0YplNnSMEm,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,3664,23916,Twitter for iPhone,en
874012996292530176,2017-06-11 21:18:31+00:00,13,Sebastian,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,https://t.co/XBE0evJZ6V,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",9056,31374,Twitter for iPhone,en
873213775632977920,2017-06-09 16:22:42+00:00,12,Sierra,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

",1406,6577,Twitter for iPhone,en
872620804844003328,2017-06-08 01:06:27+00:00,13,Monkey,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,https://t.co/lUcpnZDPz9,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,3238,19082,Twitter for iPhone,en
872122724285648897,2017-06-06 16:07:15+00:00,12,Kody,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True,https://t.co/PKSpmiefwN,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on ,7222,31499,Twitter for iPhone,en
871879754684805121,2017-06-06 00:01:46+00:00,13,Lassie,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True,https://t.co/uK6PNyeh9w,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 ,9744,34524,Twitter for iPhone,en
871762521631449091,2017-06-05 16:15:56+00:00,12,Rover,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,https://t.co/AiVljI6QCg,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 ,3103,18609,Twitter for iPhone,en
871515927908634625,2017-06-04 23:56:03+00:00,12,Napolean,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False,https://t.co/PR7B7w1rUw,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo ,3105,18588,Twitter for iPhone,en
871032628920680449,2017-06-03 15:55:36+00:00,13,Boomer,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,0.3980530000000001,True,macaque,0.0689549,False,dingo,0.0506018,False,https://t.co/noNpY2Laoo,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking ",3403,20968,Twitter for iPhone,en
870656317836468226,2017-06-02 15:00:16+00:00,13,Cody,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,0.945495,True,Cardigan,0.0458755,True,beagle,0.00432943,True,https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: ",2335,11338,Twitter for iPhone,en
870374049280663552,2017-06-01 20:18:38+00:00,13,Zoey,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden_retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True,https://t.co/T1xlgaPujm,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 ,23845,76814,Twitter for iPhone,en
870308999962521604,2017-06-01 16:00:09+00:00,13,Rumble,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater_Swiss_Mountain_dog,0.6227520000000001,True,Appenzeller,0.15846300000000002,True,EntleBucher,0.148115,True,https://t.co/MVQCzrF1g9,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking ",3715,20247,Twitter for iPhone,en
