tweet_id,tweet_url,full_text,tweet_retweet_count,tweet_favorite_count,tweet_source,retweeted_status,language,reply_status,truncated
880095782870896641,https://t.co/HauE8M3Bu4,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,3834,25240,Twitter for iPhone,False,en,False,False
879862464715927552,https://t.co/Qh5aEkRQm9,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,3073,20449,Twitter for iPhone,False,en,False,False
879492040517615616,https://t.co/IxM9IMKQq8,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,2794,21480,Twitter for iPhone,False,en,False,False
879415818425184262,https://t.co/UDT7ZkcTgY,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,39374,96611,Twitter for iPhone,False,en,False,False
879376492567855104,https://t.co/0gOi601EAa,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,2761,15420,Twitter for iPhone,False,en,False,False
879050749262655488,https://t.co/2mJCDEJWdD,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,4150,20619,Twitter for iPhone,False,en,False,False
879008229531029506,https://t.co/YDtpCjIPKN,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,2361,17396,Twitter for iPhone,False,en,False,False
878776093423087618,https://t.co/lNZwgNO4gS,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,3617,17738,Twitter for iPhone,False,en,False,False
878604707211726852,https://t.co/9uABQXgjwa,Martha is stunning how h*ckin dare you. 13/10 ,6233,27514,Twitter for iPhone,False,en,False,False
878281511006478336,https://t.co/245xJJElsY https://t.co/lUiQH219v6,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",1126,7056,Twitter for iPhone,False,en,False,False
878057613040115712,https://t.co/cwtWnHMVpe,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,6011,38542,Twitter for iPhone,False,en,False,False
877736472329191424,https://t.co/lsPyyAiF1r,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,16715,72399,Twitter for iPhone,False,en,False,False
877556246731214848,https://t.co/OYdDlfOGXP,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,3360,20787,Twitter for iPhone,False,en,False,False
877316821321428993,https://t.co/SHRTIo5pxc,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",4597,25143,Twitter for iPhone,False,en,False,False
877201837425926144,https://t.co/4g4cfj3P4Y,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,4915,24834,Twitter for iPhone,False,en,False,False
876838120628539392,https://t.co/j211oCDRs6,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,2945,18961,Twitter for iPhone,False,en,False,False
876537666061221889,https://t.co/8yoc1CNTsu,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all ,4155,21788,Twitter for iPhone,False,en,False,False
876484053909872640,https://t.co/26BXueUgbs,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,2090,17226,Twitter for iPhone,False,en,False,False
876120275196170240,https://t.co/ejExJFq3ek,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",4120,25678,Twitter for iPhone,False,en,False,False
875747767867523072,https://t.co/V2WlACRJCN,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",3773,23032,Twitter for iPhone,False,en,False,False
875144289856114688,https://t.co/ogith9ejNj,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,4342,20108,Twitter for iPhone,False,en,False,False
875097192612077568,https://t.co/PFp4MghzBW,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone ,5392,25193,Twitter for iPhone,False,en,False,False
875021211251597312,https://t.co/brCQoqc8AW,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,4179,23416,Twitter for iPhone,False,en,False,False
874680097055178752,https://t.co/lZhtizkURD,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,4106,25535,Twitter for iPhone,False,en,False,False
874296783580663808,https://t.co/0YplNnSMEm,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,3664,23916,Twitter for iPhone,False,en,False,False
874057562936811520,https://t.co/pwY9PQhtP2,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",3533,20880,Twitter for iPhone,False,en,False,False
874012996292530176,https://t.co/XBE0evJZ6V,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",9056,31374,Twitter for iPhone,False,en,False,False
873580283840344065,https://t.co/mNuMH9400n,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",3500,22266,Twitter for iPhone,False,en,False,False
873213775632977920,https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

",1406,6577,Twitter for iPhone,False,en,False,False
872967104147763200,https://t.co/EMYIdoblMR,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,4799,25036,Twitter for iPhone,False,en,False,False
872820683541237760,https://t.co/17FVMl4VZ5,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ",3308,13563,Twitter for iPhone,False,en,False,False
872620804844003328,https://t.co/lUcpnZDPz9,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,3238,19082,Twitter for iPhone,False,en,False,False
872486979161796608,https://t.co/BZHiKx3FpQ,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 ,8095,37491,Twitter for iPhone,False,en,False,False
872122724285648897,https://t.co/PKSpmiefwN,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on ,7222,31499,Twitter for iPhone,False,en,False,False
871879754684805121,https://t.co/uK6PNyeh9w,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 ,9744,34524,Twitter for iPhone,False,en,False,False
871762521631449091,https://t.co/AiVljI6QCg,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 ,3103,18609,Twitter for iPhone,False,en,False,False
871515927908634625,https://t.co/PR7B7w1rUw,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo ,3105,18588,Twitter for iPhone,False,en,False,False
871102520638267392,https://t.co/AbBLh2FZCH,Never doubt a doggo 14/10 ,4926,19284,Twitter for iPhone,False,en,False,False
871032628920680449,https://t.co/noNpY2Laoo,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking ",3403,20968,Twitter for iPhone,False,en,False,False
870804317367881728,https://t.co/GCD1JccCyi,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 ,5533,31002,Twitter for iPhone,False,en,False,False
870656317836468226,https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: ",2335,11338,Twitter for iPhone,False,en,False,False
870374049280663552,https://t.co/T1xlgaPujm,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 ,23845,76814,Twitter for iPhone,False,en,False,False
870308999962521604,https://t.co/MVQCzrF1g9,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking ",3715,20247,Twitter for iPhone,False,en,False,False
870063196459192321,https://t.co/apVOyDgOju,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride ,7450,33695,Twitter for iPhone,False,en,False,False
869772420881756160,https://t.co/HciEaJkC4D,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly ",9110,39380,Twitter for iPhone,False,en,False,False
869702957897576449,https://t.co/vmCu3PFCQq,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley ,5644,26037,Twitter for iPhone,False,en,False,False
869596645499047938,https://t.co/DsA2hwXAJo,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for ,2785,14761,Twitter for iPhone,False,en,False,False
869227993411051520,https://t.co/IoR3n1fiiQ,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well ,3378,18879,Twitter for iPhone,False,en,False,False
868880397819494401,https://t.co/r28jFx9uyF,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter ,12930,60337,Twitter for iPhone,False,en,False,False
868622495443632128,https://t.co/yeaH8Ej5eM,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways ,4743,24592,Twitter for iPhone,False,en,False,False
868552278524837888,https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

",1850,9318,Twitter for iPhone,False,en,False,False
867900495410671616,https://t.co/JMhDNv5wXZ,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 ",3771,22424,Twitter for iPhone,False,en,False,False
867774946302451713,https://t.co/ZYg3NZGICa,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold ,6606,31489,Twitter for iPhone,False,en,False,False
867421006826221569,https://t.co/XZlZKd73go,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo ,2245,14882,Twitter for iPhone,False,en,False,False
867051520902168576,https://t.co/M5Rz0R8SIQ,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 ",7116,29837,Twitter for iPhone,False,en,False,False
866720684873056260,https://t.co/Q8mVwWN3f4,He was providing for his family 13/10 how dare you ,4335,18539,Twitter for iPhone,False,en,False,False
866686824827068416,https://t.co/9b9J46E86Z,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely ,3124,17832,Twitter for iPhone,False,en,False,False
866450705531457537,https://t.co/wk7TfysWHr,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender ",31874,113285,Twitter for iPhone,False,en,False,False
866334964761202691,https://t.co/W86h5dgR6c,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly ,12863,48502,Twitter for iPhone,False,en,False,False
865718153858494464,https://t.co/pozUoHLkGg,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy ",5097,23860,Twitter for iPhone,False,en,False,False
865359393868664832,https://t.co/g20EmqK7vc,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 ,4532,24564,Twitter for iPhone,False,en,False,False
865006731092295680,https://t.co/LbkG5CiM7o,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase ,7013,26041,Twitter for iPhone,False,en,False,False
864873206498414592,https://t.co/wr3xsjeCIR,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 ,7875,29966,Twitter for iPhone,False,en,False,False
864279568663928832,https://t.co/S2HdmFFPck,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball ,2723,13584,Twitter for iPhone,False,en,False,False
864197398364647424,https://t.co/cPq9fYvkzr,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well ,7997,27824,Twitter for iPhone,False,en,False,False
863907417377173506,https://t.co/ht47njyZ64,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck ,3765,19190,Twitter for iPhone,False,en,False,False
863553081350529029,https://t.co/tordvmaaop,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) ,3807,14192,Twitter for iPhone,False,en,False,False
863432100342583297,https://t.co/fGQUzR8w3H,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup ,4766,22129,Twitter for iPhone,False,en,False,False
863062471531167744,https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

",2199,7838,Twitter for iPhone,False,en,False,False
862831371563274240,https://t.co/ixOFQ1tfqE,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey ",4686,17870,Twitter for iPhone,False,en,False,False
862722525377298433,https://t.co/Eme9Uar6v2,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze ",3231,15946,Twitter for iPhone,False,en,False,False
862457590147678208,https://t.co/jvSNASweNb,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and H*ckraiser. 13/10 ",4477,19018,Twitter for iPhone,False,en,False,False
862096992088072192,https://t.co/nvZyyrp0kd,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 ,21080,69081,Twitter for iPhone,False,en,False,False
861383897657036800,https://t.co/QFRlbZw4Z1,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy ,9778,33671,Twitter for iPhone,False,en,False,False
861288531465048066,https://t.co/SqKJPwbQ2g,HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H*CKIN. RIDICULOUS. THAT. DOGS. CAN'T VOTE. ABSOLUTE. CODSWALLUP. THANK. YOU. 13/10 ,3783,16019,Twitter for iPhone,False,en,False,False
861005113778896900,https://t.co/jH6EN9cEn6,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af ,3492,15589,Twitter for iPhone,False,en,False,False
860563773140209665,https://t.co/qZdSdzm08p https://t.co/oDIQ1KkdPt,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below

",1955,6993,Twitter for iPhone,False,en,False,False
860524505164394496,https://t.co/C2zHcNIu4I,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup ,4840,22110,Twitter for iPhone,False,en,False,False
860276583193509888,https://t.co/xJo6S2sfsN,This is Jordy. He likes to go on adventures and watch the small scaly underwater dogs with fins pass him by. 12/10 peaceful as h*ck ,3228,17217,Twitter for iPhone,False,en,False,False
860184849394610176,https://t.co/upRYxG4KbG,"Here we have perhaps the wisest dog of all. Above average with light sabers. Immortal as h*ck. 14/10 dog, or dog not, there is no try ",5375,15593,Twitter for iPhone,False,en,False,False
859924526012018688,https://t.co/g8vpXFzw29,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help clean. 12/10 very good girl ,3771,18361,Twitter for iPhone,False,en,False,False
859851578198683649,https://t.co/BqSttrTuIl,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 environmentally savvy af ,3235,14485,Twitter for iPhone,False,en,False,False
859607811541651456,https://t.co/BArWupFAn0,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is Zoey and she's 13/10 ,1419,17475,Twitter for iPhone,False,en,False,False
859196978902773760,https://t.co/g2nSyGenG9,We only rate dogs. This is quite clearly a smol broken polar bear. We'd appreciate if you only send dogs. Thank you... 12/10 ,27691,84088,Twitter for iPhone,False,en,False,False
859074603037188101,https://t.co/gEsymGTXCT,Here we have an exotic dog. Good at ukulele. Fashionable af. Has two more arms if needed. Is blue. Knows what 'ohana means. 13/10 would pet ,12555,31665,Twitter for iPhone,False,en,False,False
